ID,NUMBER_OF_VICTIMS,DATE,TIME,HOUR,DATE_TIME,SUNSET,TEMPERATURE,PRECIPITATION,CLOUD_COVER,PLACE_OF_EVENT,TYPE_OF_STREET,STREET,HEIGHT,CROSSING,NORMALIZED_ADDRESS,COMMUNE,POS_X,POS_Y,PARTICIPANTS,VICTIM,ACCUSED,Incident_ID,Date,Year,Month,Day,Role,Victim,Gender,Age,Date_of_Death
2016-0084,1,2016-06-29,22:00:00,22,2016-06-29 22:00:00,17:53:03,11.5,,20.3,CARLOS PELLEGRINI Y TUCUMAN,CALLE,"PELLEGRINI, CARLOS",,TUCUMAN,"PELLEGRINI, CARLOS y TUCUMAN",1,-58.38110563,-34.60135531,Pedestrian-Passengers,Pedestrian,Passengers,2016-0084,2016-06-29,2016,6,29,Pedestrian,Pedestrian,Male,57,2016-07-08
2016-0085,1,2016-06-29,22:00:00,22,2016-06-29 22:00:00,17:53:05,11.5,,18.9,AVDA ITE FRANCISCO RABANAL & AVDA EREZCANO,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",,EREZCANO,"RABANAL, FRANCISCO, INTENDENTE AV. y EREZCANO",4,-58.42378834,-34.65734100,Motorcycle-Emergency Vehicle,Motorcycle,Other,2016-0085,2016-06-29,2016,6,29,No Data,Motorcycle,Male,42,
2016-0086,1,2016-06-30,16:10:00,16,2016-06-30 16:10:00,17:53:48,14.4,rain,96.9,AV OLIVERA Y RAMON FALCON,AVENIDA,OLIVERA AV.,,"FALCON, RAMON L.,CNEL.","OLIVERA AV. y FALCON, RAMON L.,CNEL.",10,-58.48727942,-34.63652467,Pedestrian-Passengers,Pedestrian,Passengers,2016-0086,2016-06-30,2016,6,30,Pedestrian,Pedestrian,Male,75,2016-07-01
2016-0087,1,2016-07-02,00:10:00,0,2016-07-02 00:10:00,17:54:16,13.2,rain,95.5,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI Y AV CASEROS,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y CASEROS AV.,1,-58.37864583,-34.62907067,Motorcycle-OBJETO FIJO,Motorcycle,Fixed Object,2016-0087,2016-07-03,2016,7,3,Driver,Motorcycle,Male,23,2016-07-03
2016-0088,1,2016-07-11,15:30:00,15,2016-07-11 15:30:00,17:59:39,12.6,rain,92.5,CERETTI Y NU¥EZ,CALLE,CERETTI,,NU?EZ,CERETTI y NUÇ?EZ,12,-58.50151750,-34.56767549,Pedestrian-Car,Pedestrian,Car,2016-0088,2016-07-11,2016,7,11,Pedestrian,Pedestrian,Female,70,2016-07-14
2016-0089,1,2016-07-14,06:40:00,6,2016-07-14 06:40:00,18:01:13,11.9,rain,79.3,AV LUGONES Y LA PAMPA,AUTOPISTA,"LUGONES, LEOPOLDO AV.",,LA PAMPA,"LUGONES, LEOPOLDO AV. y LA PAMPA",13,-58.43233425,-34.55185825,Pedestrian-Car,Pedestrian,Car,2016-0089,2016-07-14,2016,7,14,Pedestrian,Pedestrian,Male,35,2016-07-14
2016-0090,1,2016-07-14,22:00:00,22,2016-07-14 22:00:00,18:01:02,11.8,rain,79.6,JERONIMO SALGUERO Y AV RIVADAVIA,AVENIDA,"SALGUERO, JERONIMO",,RIVADAVIA AV.,"SALGUERO, JERONIMO y RIVADAVIA AV.",5,-58.41971993,-34.61112240,Pedestrian-Passengers,Pedestrian,Passengers,2016-0090,2016-07-14,2016,7,14,Pedestrian,Pedestrian,Male,60,2016-07-15
2016-0092,1,2016-07-15,11:00:00,11,2016-07-15 11:00:00,18:02:01,10.1,rain,76.0,AV GRAL PAZ Y AV LIBERTADOR ,GRAL PAZ,"PAZ, GRAL. AV.",,DEL LIBERTADOR AV.,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2016-0092,2016-07-15,2016,7,15,Driver,Motorcycle,Male,24,2016-07-15
2016-0093,1,2016-07-17,03:30:00,3,2016-07-17 03:30:00,18:03:00,6.9,,51.9,AV JUAN B ALBERDI Y EMILIO MITRE,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",,"MITRE, EMILIO","ALBERDI, JUAN BAUTISTA AV. y MITRE, EMILIO",6,-58.44362126,-34.62301748,Car-Car,Car,Car,2016-0093,2016-07-17,2016,7,17,Driver,Car,Male,35,2016-07-19
2016-0095,1,2016-07-23,06:12:00,6,2016-07-23 06:12:00,18:07:23,11.4,,48.8,MERCEDES Y AV GRAL MOSCONI,AVENIDA,MERCEDES,,MOSCONI GENERAL AV.,MERCEDES y MOSCONI GENERAL AV.,11,-58.51713095,-34.59546519,Motorcycle-Car,Motorcycle,Car,2016-0095,2016-07-23,2016,7,23,Driver,Motorcycle,Male,29,2016-07-23
2016-0096,1,2016-07-25,07:00:00,7,2016-07-25 07:00:00,18:08:27,10.8,rain,97.5,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL. KM. 2,3",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,8,-58.47433193007387,-34.66684950051973,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2016-0096,2016-07-25,2016,7,25,Driver,Motorcycle,Male,42,
2016-0097,1,2016-07-26,18:45:00,18,2016-07-26 18:45:00,18:08:55,10.5,rain,89.3,SOLIS Y MEXICO,CALLE,SOLIS,,MEXICO,SOLIS y MEXICO,1,-58.39038605,-34.61562810,Pedestrian-Car,Pedestrian,Car,2016-0097,2016-07-26,2016,7,26,Pedestrian,Pedestrian,Male,80,2016-08-12
2016-0098,1,2016-07-27,16:08:00,16,2016-07-27 16:08:00,18:09:39,8.8,,71.2,AV SAN JUAN Y ALBERTI,AVENIDA,SAN JUAN AV.,,ALBERTI,SAN JUAN AV. y ALBERTI,3,-58.40042405,-34.62356174,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2016-0098,2016-07-27,2016,7,27,Driver,Motorcycle,Female,43,
2016-0099,1,2016-07-29,16:00:00,16,2016-07-29 16:00:00,18:11:37,10.3,,54.2,AV GRAL MOSCONI Y AV GRAL PAZ,GRAL PAZ,MOSCONI GENERAL AV.,,"PAZ, GRAL. AV.","MOSCONI GENERAL AV. y PAZ, GRAL. AV.",11,-58.52340614,-34.59798754,Cargo Vehicle-Cargo Vehicle,Cargo Vehicle,Cargo Vehicle,2016-0099,2016-07-29,2016,7,29,Driver,Cargo Vehicle,Male,45,
2016-0100,1,2016-08-03,23:27:00,23,2016-08-03 23:27:00,18:15:12,10.3,,50.0,AV GRAL PAZ  Y DONADO,GRAL PAZ,"PAZ, GRAL. AV.",,DONADO,"PAZ, GRAL. AV. y DONADO",12,-58.49491054,-34.54795581,Motorcycle-OBJETO FIJO,Motorcycle,Fixed Object,2016-0100,2016-08-03,2016,8,3,Driver,Motorcycle,Male,57,2016-08-03
2016-0101,1,2016-08-07,19:42:00,19,2016-08-07 19:42:00,18:18:04,12.7,,13.0,AV GRAL PAZ Y JORGE CHAVEZ,GRAL PAZ,"PAZ, GRAL. AV.",,"CHAVEZ, JORGE","PAZ, GRAL. AV. y CHAVEZ, JORGE",9,-58.52932872,-34.65014993,No Data-No Data,No Data,No Data,2016-0101,2016-08-07,2016,8,7,No Data,No Data,Male,67,
2016-0102,1,2016-08-10,23:37:00,23,2016-08-10 23:37:00,18:20:07,11.9,,1.7,AV EVA PERON Y JOSE LEON SUAREZ,AVENIDA,"PERON, EVA AV.",,"SUAREZ, JOSE LEON","PERON, EVA AV. y SUAREZ, JOSE LEON",9,-58.50011639,-34.67316502,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2016-0102,2016-08-10,2016,8,10,Driver,Motorcycle,Male,29,
2016-0104,1,2016-08-14,21:15:00,21,2016-08-14 21:15:00,18:22:55,14.8,,57.0,ZINNY Y AV SANTIAGO DE COMPOSTELA,AVENIDA,ZINNY,,SANTIAGO DE COMPOSTELA AV.,ZINNY y SANTIAGO DE COMPOSTELA AV.,9,-58.46635001,-34.65624369,Motorcycle-Passengers,Motorcycle,Passengers,2016-0104,2016-08-14,2016,8,14,Driver,Motorcycle,Male,21,2016-08-15
2016-0105,1,2016-08-17,00:05:00,0,2016-08-17 00:05:00,18:25:09,15.1,,4.8,AV FEDERICO LACROZE Y FRAGA,AVENIDA,"LACROZE, FEDERICO AV.",,FRAGA,"LACROZE, FEDERICO AV. y FRAGA",15,-58.45343236,-34.58435809,Pedestrian-Passengers,Pedestrian,Passengers,2016-0105,2016-08-17,2016,8,17,Pedestrian,Pedestrian,Male,19,2016-08-26
2016-0106,1,2016-08-19,21:02:00,21,2016-08-19 21:02:00,18:26:18,13.9,,37.9,CARLOS PELLEGRINI Y AV DEL LIBERTADOR,AVENIDA,"PELLEGRINI, CARLOS",,DEL LIBERTADOR AV.,"PELLEGRINI, CARLOS y DEL LIBERTADOR AV.",1,-58.38090932,-34.58927731,Pedestrian-Passengers,Pedestrian,Passengers,2016-0106,2016-08-19,2016,8,19,Pedestrian,Pedestrian,Male,38,
2016-0107,1,2016-08-20,08:22:00,8,2016-08-20 08:22:00,18:26:54,10.0,,72.0,AUTOPISTA 9 DE JULIO SUR ALT AV MENDOZA,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,4,-58.37157668,-34.65429986,Motorcycle-Car,Motorcycle,Car,2016-0107,2016-08-20,2016,8,20,Driver,Motorcycle,Male,21,
2016-0109,1,2016-08-24,05:45:00,5,2016-08-24 05:45:00,18:30:24,16.1,,22.7,AUTOPISTA PERITO MORENO Y BARRAGAN,AUTOPISTA,AUTOPISTA PERITO MORENO,,BARRAGAN,AUTOPISTA PERITO MORENO y BARRAGAN,9,-58.52280139,-34.63659934,Car-OBJETO FIJO,Car,Fixed Object,2016-0109,2016-08-24,2016,8,24,Driver,Car,Female,53,2016-08-24
2016-0110,1,2016-08-24,20:21:00,20,2016-08-24 20:21:00,18:30:20,16.1,,22.7,AV ALBERDI Y CARHUE,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",,CARHUE,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",9,-58.51232237,-34.65903530,Pedestrian-No Data,Pedestrian,No Data,2016-0110,2016-08-24,2016,8,24,Pedestrian,Pedestrian,Male,57,
2016-0111,1,2016-08-25,09:30:00,9,2016-08-25 09:30:00,18:30:59,17.3,,2.1,AUTOPISTA LEOPOLDO LUGONES Y LA PAMPA,AUTOPISTA,LUGONES,,LA PAMPA,LUGONES y LA PAMPA,15,-58.47461905,-34.57663634,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2016-0111,2016-08-25,2016,8,25,Driver,Motorcycle,Male,27,2016-08-25
2016-0112,1,2016-08-27,04:40:00,4,2016-08-27 04:40:00,18:32:00,12.2,rain,96.3,AUTOPISTA 25 DE MAYO AUTOPISTA 1 SUR ARTURO FRONDIZI,AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,-58.38268809,-34.62282019,Motorcycle-OBJETO FIJO,Motorcycle,Fixed Object,2016-0112,2016-08-27,2016,8,27,Driver,Motorcycle,Male,24,2016-08-27
2016-0113,1,2016-08-27,16:45:00,16,2016-08-27 16:45:00,18:32:26,12.0,rain,97.2,AV JUAN BAUTISTA ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",,GUARDIA NACIONAL,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",9,-58.49603546,-34.64564271,Pedestrian-Passengers,Pedestrian,Passengers,2016-0113,2016-08-27,2016,8,27,Pedestrian,Pedestrian,Female,60,
2016-0114,1,2016-08-31,11:20:00,11,2016-08-31 11:20:00,18:35:00,15.3,,49.5,SALGUERO 1410,CALLE,"SALGUERO, JERONIMO",1410.0,,"SALGUERO, JERONIMO 1410",14,-58.41848605,-34.59394733,Bicycle-Cargo Vehicle,Bicycle,Cargo Vehicle,2016-0114,2016-08-31,2016,8,31,Cyclist,Bicycle,Female,55,2016-08-31
2016-0115,1,2016-09-02,11:50:00,11,2016-09-02 11:50:00,18:36:44,10.7,,53.0,ARIAS Y TRONADOR,CALLE,ARIAS,,TRONADOR,ARIAS y TRONADOR,12,-58.48935041,-34.54917673,No Data-Cargo Vehicle,No Data,Cargo Vehicle,2016-0115,2016-09-02,2016,9,2,No Data,No Data,Male,42,
2016-0116,1,2016-09-02,20:20:00,20,2016-09-02 20:20:00,18:36:27,10.1,,47.3,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,Motorcycle-Car,Motorcycle,Car,2016-0116,2016-09-02,2016,9,2,Driver,Motorcycle,Male,30,2016-09-02
2016-0117,1,2016-09-03,15:30:00,15,2016-09-03 15:30:00,18:37:03,9.6,,51.9,AV DEL LIBERTADOR Y TAGLE,AVENIDA,DEL LIBERTADOR AV.,,TAGLE,DEL LIBERTADOR AV. y TAGLE,14,-58.39936478,-34.58271474,Car-Car,Car,Car,2016-0117,2016-09-03,2016,9,3,Driver,Car,Male,43,
2016-0118,1,2016-09-04,03:30:00,3,2016-09-04 03:30:00,18:37:39,9.0,rain,78.1,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 2.9,1,-58.37936704,-34.62694503,Car-Car,Car,Car,2016-0118,2016-09-04,2016,9,4,Driver,Car,Male,27,2016-09-04
2016-0119,1,2016-09-04,06:40:00,6,2016-09-04 06:40:00,18:38:10,9.0,rain,79.5,CRISOLOGO LARRALDE Y AVDA TRIUNVIRATO,AVENIDA,"LARRALDE, CRISOLOGO AV.",,TRIUNVIRATO AV.,"LARRALDE, CRISOLOGO AV. y TRIUNVIRATO AV.",12,-58.49659234,-34.56353635,No Data-No Data,No Data,No Data,2016-0119,2016-09-04,2016,9,4,Passenger_Companion,No Data,Female,42,
2016-0122,1,2016-09-13,07:10:00,7,2016-09-13 07:10:00,18:44:22,13.2,rain,76.9,AV EVA PERON 4233,AVENIDA,"PERON, EVA AV.",4233.0,,"PERON, EVA AV. 4233",9,-58.47256391,-34.65194557,Bicycle-Passengers,Bicycle,Passengers,2016-0122,2016-09-13,2016,9,13,Cyclist,Bicycle,Male,49,2016-09-13
2016-0123,1,2016-09-14,09:00:00,9,2016-09-14 09:00:00,18:45:00,12.9,,72.3,AV ASAMBLEA Y AV CNEL ESTEBAN BONORINO,AVENIDA,ASAMBLEA AV.,,"BONORINO, ESTEBAN, CNEL. AV.","ASAMBLEA AV. y BONORINO, ESTEBAN, CNEL. AV.",7,-58.45130953,-34.64053676,Motorcycle-Car,Motorcycle,Car,2016-0123,2016-09-14,2016,9,14,Driver,Motorcycle,Female,58,
2016-0124,1,2016-09-16,15:24:00,15,2016-09-16 15:24:00,18:46:28,15.4,,53.3,AVDA RIVADAVIA Y RIVERA INDARTE,AVENIDA,RIVADAVIA AV.,,RIVERA INDARTE AV.,RIVADAVIA AV. y RIVERA INDARTE AV.,7,-58.46271207,-34.62884871,Pedestrian-Passengers,Pedestrian,Passengers,2016-0124,2016-09-16,2016,9,16,Pedestrian,Pedestrian,Male,67,
2016-0125,1,2016-09-17,12:14:00,12,2016-09-17 12:14:00,18:47:17,16.8,,75.9,AUTOPISTA PERITO MORENO Y AV JUAN B ALBERDI,AUTOPISTA,AUTOPISTA PERITO MORENO,,"ALBERDI, JUAN BAUTISTA AV.","AUTOPISTA PERITO MORENO y ALBERDI, JUAN BAUTISTA AV.",10,-58.49020869,-34.64243791,Motorcycle-Motorcycle,Motorcycle,Motorcycle,2016-0125,2016-09-17,2016,9,17,Driver,Motorcycle,Male,30,
2016-0126,2,2016-09-18,22:45:00,22,2016-09-18 22:45:00,18:48:09,15.1,rain,57.3,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,,TINOGASTA,IRIGOYEN y TINOGASTA,10,-58.52572109,-34.62125906,Car-Cargo Vehicle,Car,Cargo Vehicle,2016-0126,2016-09-18,2016,9,18,Driver,Car,Male,37,
2016-0126,2,2016-09-18,22:45:00,22,2016-09-18 22:45:00,18:48:09,15.1,rain,57.3,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,,TINOGASTA,IRIGOYEN y TINOGASTA,10,-58.52572109,-34.62125906,Car-Cargo Vehicle,Car,Cargo Vehicle,2016-0126,2016-09-18,2016,9,18,Passenger_Companion,Car,Male,60,
2016-0127,1,2016-09-24,10:25:00,10,2016-09-24 10:25:00,18:52:09,11.2,,37.2,AV MARIANO ACOSTA Y AV CNEL ROCA,AVENIDA,"ACOSTA, MARIANO",,"ROCA, CNEL. AV.","ACOSTA, MARIANO y ROCA, CNEL. AV.",8,-58.44094791,-34.66677111,Pedestrian-Passengers,Pedestrian,Passengers,2016-0127,2016-09-24,2016,9,24,Pedestrian,Pedestrian,Male,50,
2016-0128,1,2016-10-02,11:30:00,11,2016-10-02 11:30:00,18:58:01,15.1,rain,81.8,CASTRO Y AV PAVON,AVENIDA,CASTRO,,PAVON AV.,CASTRO y PAVON AV.,5,-58.41914024,-34.63053890,Pedestrian-Passengers,Pedestrian,Passengers,2016-0128,2016-10-02,2016,10,2,Pedestrian,Pedestrian,Female,81,2016-10-02
2016-0130,1,2016-10-04,12:30:00,12,2016-10-04 12:30:00,18:59:23,17.0,,73.8,AUTOPISTA 9 DE JULIO SUR Y AV BRASIL,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,-58.37910942,-34.62764717,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2016-0130,2016-10-04,2016,10,4,Driver,Motorcycle,Male,29,2016-10-04
2016-0131,1,2016-10-09,19:13:00,19,2016-10-09 19:13:00,19:03:24,17.3,,10.6,MIRAVE 3500,CALLE,MIRAVE,3500.0,,MIRAVE 3500,4,-58.39871183,-34.64539318,Pedestrian-Car,Pedestrian,Car,2016-0131,2016-10-09,2016,10,9,Pedestrian,Pedestrian,Male,35,
2016-0132,1,2016-10-10,02:30:00,2,2016-10-10 02:30:00,19:04:14,17.3,,54.7,AV SAN JUAN Y 24 DE NOVIEMBRE,AVENIDA,SAN JUAN AV.,,24 DE NOVIEMBRE,SAN JUAN AV. y 24 DE NOVIEMBRE,3,-58.41036975,-34.62477021,Car-Passengers,Car,Passengers,2016-0132,2016-10-10,2016,10,10,Passenger_Companion,Car,Male,30,2016-10-10
2016-0133,1,2016-10-14,00:05:00,0,2016-10-14 00:05:00,19:07:25,18.8,,70.1,AV LAS HERAS Y SANCHEZ DE BUSTAMANTE,AVENIDA,LAS HERAS GENERAL AV.,,SANCHEZ DE BUSTAMANTE,LAS HERAS GENERAL AV. y SANCHEZ DE BUSTAMANTE,14,-58.40204698,-34.58342690,Motorcycle-Car,Motorcycle,Car,2016-0133,2016-10-14,2016,10,14,Driver,Motorcycle,Male,41,2016-10-25
2016-0134,1,2016-10-23,05:00:00,5,2016-10-23 05:00:00,19:15:36,18.2,,43.0,AV PIEDRA BUENA Y 2 DE ABRIL 1982,AVENIDA,PIEDRA BUENA AV.,,2 DE ABRIL DE 1982,PIEDRA BUENA AV. y 2 DE ABRIL DE 1982,8,-58.48935287,-34.67648597,Motorcycle-OBJETO FIJO,Motorcycle,Fixed Object,2016-0134,2016-10-23,2016,10,23,Driver,Motorcycle,Male,25,2016-10-23
2016-0135,1,2016-10-24,05:00:00,5,2016-10-24 05:00:00,19:16:04,18.7,,93.8,AV FIGUEROA ALCORTA  Y PINEDO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",,"PINEDO, INT.","FIGUEROA ALCORTA, PRES. AV. y PINEDO, INT.",14,-58.42260225,-34.56403694,Pedestrian-No Data,Pedestrian,No Data,2016-0135,2016-10-24,2016,10,24,Pedestrian,Pedestrian,Male,29,2016-10-25
2016-0136,1,2016-10-25,00:00:00,0,2016-10-25 00:00:00,,,,,AU BUENOS AIRES - LA PLATA KM. 4,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,,,,4,.,.,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2016-0136,2016-10-25,2016,10,25,Driver,Motorcycle,No Data,42,
2016-0137,1,2016-10-25,00:39:00,0,2016-10-25 00:39:00,19:17:22,18.4,rain,98.0,AV SAN MARTIN Y LADINES,AVENIDA,SAN MARTIN AV.,,LADINES,SAN MARTIN AV. y LADINES,11,-58.51537091,-34.59035925,Motorcycle-Motorcycle,Motorcycle,Motorcycle,2016-0137,2016-10-25,2016,10,25,Driver,Motorcycle,Male,30,
2016-0138,1,2016-10-27,20:30:00,20,2016-10-27 20:30:00,19:18:55,14.0,,66.1,AV CABILDO Y BLANCO ENCALADA,AVENIDA,CABILDO AV.,,BLANCO ENCALADA,CABILDO AV. y BLANCO ENCALADA,13,-58.45909670,-34.55922742,Bicycle-Cargo Vehicle,Bicycle,Cargo Vehicle,2016-0138,2016-10-27,2016,10,27,Cyclist,Bicycle,Female,33,
2016-0139,1,2016-10-28,23:00:00,23,2016-10-28 23:00:00,19:19:41,12.0,,0.0,AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",,DORREGO AV.,"FIGUEROA ALCORTA, PRES. AV. y DORREGO AV.",14,-58.42008769,-34.56539579,Motorcycle-Motorcycle,Motorcycle,Motorcycle,2016-0139,2016-10-28,2016,10,28,Passenger_Companion,Motorcycle,Female,35,
2016-0140,1,2016-10-31,02:58:00,2,2016-10-31 02:58:00,19:22:36,21.8,,68.2,AV JURAMENTO Y VUELTA DE OBLIGADO,AVENIDA,JURAMENTO AV.,,VUELTA DE OBLIGADO,JURAMENTO AV. y VUELTA DE OBLIGADO,13,-58.45566399,-34.56147293,Passengers-Passengers,Passengers,Passengers,2016-0140,2016-10-31,2016,10,31,Passenger_Companion,Passengers,Male,20,
2016-0142,1,2016-11-05,23:30:00,23,2016-11-05 23:30:00,19:27:04,24.7,,0.0,AV DEL LIBERTADOR Y AV RAMOS MEJIA,AVENIDA,DEL LIBERTADOR AV.,,"RAMOS MEJIA, JOSE MARIA, DR. AV.","DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,Motorcycle-Passengers,Motorcycle,Passengers,2016-0142,2016-11-05,2016,11,5,Driver,Motorcycle,Male,46,2016-11-05
2016-0143,1,2016-11-06,04:41:00,4,2016-11-06 04:41:00,19:28:28,26.7,,0.0,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,Motorcycle-No Data,Motorcycle,No Data,2016-0143,2016-11-06,2016,11,6,Driver,Motorcycle,Male,35,
2016-0144,1,2016-11-07,12:10:00,12,2016-11-07 12:10:00,19:29:00,19.1,,63.6,AV. ALTE. BROWN 984,AVENIDA,"BROWN, ALTE. AV.",984.0,,"BROWN, ALTE. AV. 984",4,-58.35975012,-34.63343907,Pedestrian-Passengers,Pedestrian,Passengers,2016-0144,2016-11-07,2016,11,7,Pedestrian,Pedestrian,Male,83,
2016-0145,1,2016-11-07,20:56:00,20,2016-11-07 20:56:00,19:29:13,19.2,,63.3,AV DEL LIBERTADOR Y LA PAMPA,AVENIDA,DEL LIBERTADOR AV.,,LA PAMPA,DEL LIBERTADOR AV. y LA PAMPA,13,-58.44523595,-34.55953855,Motorcycle-Car,Motorcycle,Car,2016-0145,2016-11-07,2016,11,7,Driver,Motorcycle,Male,39,2016-11-07
2016-0146,1,2016-11-09,20:00:00,20,2016-11-09 20:00:00,19:31:05,22.4,rain,67.7,PICHINCHA Y AV BRASIL,AVENIDA,PICHINCHA AV.,,BRASIL,PICHINCHA AV. y BRASIL,4,-58.39626094,-34.63036565,Pedestrian-Passengers,Pedestrian,Passengers,2016-0146,2016-11-09,2016,11,9,Pedestrian,Pedestrian,Female,29,
2016-0147,1,2016-11-16,21:15:00,21,2016-11-16 21:15:00,19:37:53,19.5,,90.1,AV INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-58.38896772,-34.61799615,Emergency Vehicle-Passengers,Emergency Vehicle,Passengers,2016-0147,2016-11-16,2016,11,16,Passenger_Companion,Emergency Vehicle,Male,55,2016-11-16
2016-0148,1,2016-11-16,22:20:00,22,2016-11-16 22:20:00,19:38:09,19.7,,90.3,AV GARMENDIA 4895,AVENIDA,GARMENDIA AV.,4895.0,,GARMENDIA AV. 4895,15,-58.46536113,-34.59484504,Motorcycle-Motorcycle,Motorcycle,Motorcycle,2016-0148,2016-11-16,2016,11,16,Driver,Motorcycle,Male,42,
2016-0150,1,2016-11-18,18:20:00,18,2016-11-18 18:20:00,19:40:00,16.3,,17.7,AV AMANCIO ALCORTA Y DIOGENES TABORDA,AVENIDA,"ALCORTA, AMANCIO AV.",,"TABORDA, DIOGENES","ALCORTA, AMANCIO AV. y TABORDA, DIOGENES",4,-58.40879146,-34.65273216,Cargo Vehicle-Cargo Vehicle,Cargo Vehicle,Cargo Vehicle,2016-0150,2016-11-18,2016,11,18,Passenger_Companion,Cargo Vehicle,Male,41,2016-11-18
2016-0151,1,2016-11-18,20:35:00,20,2016-11-18 20:35:00,,,,,SD,CALLE,,,,,0,.,.,Pedestrian-No Data,Pedestrian,No Data,2016-0151,2016-11-18,2016,11,18,Pedestrian,Pedestrian,No Data,42,
2016-0152,1,2016-11-23,21:10:00,21,2016-11-23 21:10:00,19:45:03,21.7,,0.1,AV PERITO MORENO Y ZUVIRIA,AVENIDA,"MORENO, PERITO AV.",,ZUVIRIA,"MORENO, PERITO AV. y ZUVIRIA",7,-58.46451841,-34.64991946,Motorcycle-Car,Motorcycle,Car,2016-0152,2016-11-23,2016,11,23,Driver,Motorcycle,Male,42,2016-11-24
2016-0153,1,2016-11-25,15:42:00,15,2016-11-25 15:42:00,19:46:41,24.8,,51.7,ARAOZ Y AV CORDOBA,AVENIDA,ARAOZ,,CORDOBA AV.,ARAOZ y CORDOBA AV.,15,-58.42917090,-34.59485488,Pedestrian-Motorcycle,Pedestrian,Motorcycle,2016-0153,2016-11-25,2016,11,25,Pedestrian,Pedestrian,Female,83,2016-11-25
2016-0154,1,2016-11-26,14:14:00,14,2016-11-26 14:14:00,19:48:05,22.0,rain,79.2,AV GRAL PAZ 15200,GRAL PAZ,"PAZ, GRAL. AV.",15200.0,,"PAZ, GRAL. AV. 15200",8,-58.49007772,-34.68251141,Motorcycle-Motorcycle,Motorcycle,Motorcycle,2016-0154,2016-11-26,2016,11,26,Driver,Motorcycle,Male,38,
2016-0155,1,2016-11-26,16:50:00,16,2016-11-26 16:50:00,19:48:06,22.1,rain,79.4,MADERO 900,CALLE,MADERO,900.0,,MADERO 900,10,-58.52756365,-34.62772274,Pedestrian-Car,Pedestrian,Car,2016-0155,2016-11-26,2016,11,26,Pedestrian,Pedestrian,Female,29,
